subject,augmentation,hcp_subset
022_S_6796,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
022_S_6796,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
022_S_6796,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
022_S_6796,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
022_S_6796,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
027_S_5277,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
027_S_5277,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
027_S_5277,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
027_S_5277,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
027_S_5277,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
027_S_5277,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
027_S_5277,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
027_S_5277,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
027_S_5277,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
027_S_5277,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
027_S_6034,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
027_S_6034,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
027_S_6034,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
027_S_6034,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
027_S_6034,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
027_S_6034,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
027_S_6034,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
027_S_6034,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
027_S_6034,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
027_S_6034,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
027_S_6788,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
027_S_6788,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
027_S_6788,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
027_S_6788,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
027_S_6788,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
027_S_6788,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
027_S_6788,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
027_S_6788,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
027_S_6788,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
027_S_6788,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
027_S_6965,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
027_S_6965,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
027_S_6965,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
027_S_6965,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
027_S_6965,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
027_S_6965,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
027_S_6965,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
027_S_6965,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
027_S_6965,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
027_S_6965,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
032_S_6600,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
032_S_6600,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
032_S_6600,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
032_S_6600,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
032_S_6600,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
032_S_6600,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
032_S_6600,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
032_S_6600,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
032_S_6600,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
032_S_6600,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
032_S_6602,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
032_S_6602,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
032_S_6602,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
032_S_6602,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
032_S_6602,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
032_S_6602,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
032_S_6602,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
032_S_6602,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
032_S_6602,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
032_S_6602,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
032_S_6700,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
032_S_6700,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
032_S_6700,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
032_S_6700,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
032_S_6700,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
032_S_6700,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
032_S_6700,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
032_S_6700,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
032_S_6700,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
032_S_6700,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
035_S_4114,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
035_S_4114,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
035_S_4114,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
035_S_4114,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
035_S_4114,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
035_S_4114,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
035_S_4114,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
035_S_4114,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
035_S_4114,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
035_S_4114,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
035_S_6927,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
035_S_6927,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
035_S_6927,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
035_S_6927,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
035_S_6927,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
035_S_6927,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
035_S_6927,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
035_S_6927,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
035_S_6927,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
035_S_6927,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
036_S_4430,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
036_S_4430,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
036_S_4430,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
036_S_4430,4,"199655,397760,389357,167440,192641,671855,214524,878877,108323,203418,146129,263436,550439,572045,393247,118225,169343"
036_S_4430,5,"910241,177746,200311,436845,131722,169040,167036,706040,204521,150423,214019,751550,200614,115017,197348,330324,132118"
036_S_4430,6,"187345,581450,318637,861456,360030,249947,246133,745555,951457,162935,878776,789373,105923,765864,171633,233326,782561"
036_S_4430,7,"144226,193845,562345,181232,899885,346137,130518,148133,541943,126931,283543,352738,192439,128935,178243,385046,239136"
036_S_4430,8,"814649,137128,690152,126426,927359,146937,724446,467351,104416,406836,654552,191033,825048,175237,158035,195041,412528"
036_S_4430,9,"173334,196144,627549,926862,100610,165436,644246,525541,130114,156334,169444,164131,573249,198653,463040,164636,125525"
036_S_4430,10,"320826,185442,201515,680957,131217,182739,770352,859671,732243,547046,182436,958976,102816,783462,172130,617748,395756"
036_S_4538,1,"901139,145834,109123,191336,180533,177645,155938,140117,725751,134627,818859,381038,114823,111514,134829,176542,178142"
036_S_4538,2,"601127,833249,943862,757764,169747,901442,380036,177140,401422,191841,102311,159239,898176,209228,771354,158136,871762"
036_S_4538,3,"205220,905147,872764,257845,135124,221319,212419,186949,116726,429040,146735,251833,115825,942658,157336,365343,200210"
